iteration,time_s,time_ns,mean_x_m,mean_y_m,mean_z_m,rms_x_m,rms_y_m,rms_z_m,mean_px_beta_gamma,mean_py_beta_gamma,mean_pz_beta_gamma,rms_px_beta_gamma,rms_py_beta_gamma,rms_pz_beta_gamma,mean_kinetic_energy_MeV,energy_spread_MeV
0,3.75e-11,0.0375,-4.26976603216684e-17,8.379061672476353e-17,0.00014588679156363521,0.0009870309449004865,0.000986937107762606,0.000986495795760731,-1.133237439197648e-22,-1.9852334701272664e-23,0.023978782438506877,2.893483184693995e-06,2.89384610756763e-06,2.893621921165824e-06,0.00014688679798174117,3.544625918620693e-08
0,4.125e-11,0.04125,-5.09807955128682e-17,9.998588667626575e-17,0.0001740720481673963,0.0009870310322649808,0.0009869370927307857,0.0009864958414692738,-1.133237439197648e-22,-1.9852334701272664e-23,0.02617882493850686,2.893483184693995e-06,2.89384610756763e-06,2.8936219211658867e-06,0.00017507205458550248,3.869626315561346e-08
0,4.5e-11,0.045,-5.99299103588467e-17,1.1762026560515303e-16,0.00020472809694809684,0.0009870311196351525,0.000986937077710549,0.0009864958871806234,-1.133237439197648e-22,-1.9852334701272664e-23,0.028378867438506847,2.893483184693995e-06,2.89384610756763e-06,2.893621921165855e-06,0.0002057281033662045,4.1945706016127186e-08
0,4.875e-11,0.04875,-6.96184849677782e-17,1.366289554909604e-16,0.0002378544934282256,0.0009870312070105781,0.0009869370627019632,0.0009864959328941235,-1.133237439197648e-22,-1.9852334701272664e-23,0.03057890993850684,2.893483184693995e-06,2.89384610756763e-06,2.8936219211659582e-06,0.00023885449984633244,4.519454078936489e-08
0,5.25e-11,0.0525,-8.002259065890277e-17,1.5702339127847582e-16,0.00027345075743289153,0.0009870312943908346,0.0009869370477051003,0.0009864959786090998,-1.133237439197648e-22,-1.9852334701272664e-23,0.032778952438506856,2.893483184693995e-06,2.89384610756763e-06,2.8936219211658977e-06,0.0002744507638509946,4.8442720550819996e-08
0,5.625e-11,0.05625,-9.117674402482102e-17,1.789191929649995e-16,0.00031151637312459087,0.000987031381775498,0.0009869370327200294,0.0009864960243248836,-1.133237439197648e-22,-1.9852334701272664e-23,0.034978994938506876,2.893483184693995e-06,2.89384610756763e-06,2.8936219211657202e-06,0.0003125163795426994,5.1690198412587094e-08
0,6e-11,0.06,-1.0302144100098835e-16,2.021541537411322e-16,0.000352050789040555,0.0009870314691641448,0.0009869370177468212,0.0009864960700408172,-1.133237439197648e-22,-1.9852334701272664e-23,0.03717903743850688,2.893483184693995e-06,2.89384610756763e-06,2.8936219211658e-06,0.0003530507954586582,5.493692754357029e-08
0,6.375e-11,0.06375,-1.1560962114660813e-16,2.2683923492296428e-16,0.0003950534181325799,0.0009870315565563526,0.0009869370027855457,0.0009864961157562261,-1.133237439197648e-22,-1.9852334701272664e-23,0.03937907993850685,2.893483184693995e-06,2.89384610756763e-06,2.8936219211658125e-06,0.00039605342455068643,5.8182861170127253e-08
0,6.75e-11,0.0675,-1.2891460292384187e-16,2.528994740946637e-16,0.00044052363780952266,0.0009870316439516977,0.0009869369878362701,0.0009864961614704506,-1.133237439197648e-22,-1.9852334701272664e-23,0.041579122438506824,2.893483184693995e-06,2.89384610756763e-06,2.893621921165887e-06,0.00044152364422762923,6.142795257255078e-08
0,7.125e-11,0.07125,-1.4291499875077138e-16,2.804085631226416e-16,0.0004884607899822579,0.0009870317313497566,0.0009869369728990644,0.0009864962071828218,-1.133237439197648e-22,-1.9852334701272664e-23,0.04377916493850685,2.893483184693995e-06,2.89384610756763e-06,2.893621921165843e-06,0.000489460796400361,6.467215509116017e-08
0,7.5e-11,0.075,-1.576563366483116e-16,3.093182211289045e-16,0.000538864181111161,0.0009870318187501055,0.0009869369579739984,0.0009864962528926765,-1.133237439197648e-22,-1.9852334701272664e-23,0.04597920743850685,2.893483184693995e-06,2.89384610756763e-06,2.8936219211656846e-06,0.0005398641875292653,6.791542213618816e-08
0,7.875e-11,0.07875,-1.7309224156260034e-16,3.396110839380337e-16,0.0005917330822562189,0.0009870319061523244,0.0009869369430611395,0.0009864962985993448,-1.133237439197648e-22,-1.9852334701272664e-23,0.04817924993850684,2.893483184693995e-06,2.89384610756763e-06,2.8936219211659354e-06,0.000592733088674329,7.115770717125954e-08
0,8.25e-11,0.0825,-1.892676062398421e-16,3.7135279660344134e-16,0.0006470667291295525,0.000987031993555988,0.0009869369281605563,0.0009864963443021613,-1.133237439197648e-22,-1.9852334701272664e-23,0.05037929243850684,2.893483184693995e-06,2.89384610756763e-06,2.8936219211657503e-06,0.0006480667355476526,7.439896374664149e-08
