time_s,mean_x_m,mean_y_m,mean_z_m,rms_x_m,rms_y_m,rms_z_m,mean_px_beta_gamma,mean_py_beta_gamma,mean_pz_beta_gamma,rms_px_beta_gamma,rms_py_beta_gamma,rms_pz_beta_gamma,mean_kinetic_energy_MeV
9.7875e-10,6.911990391582451e-09,-1.8076019164275077e-08,0.07875418287444429,0.0010499745571835037,0.001050387729180271,0.001042284058176904,4.8555386145727516e-08,-2.3781314105766325e-08,0.5761885366227084,0.000502982728293795,0.0005048641419087951,0.0005275930337195672,0.0787555352261633
9.825e-10,6.960439605838259e-09,-1.8096999808720485e-08,0.07931624786769333,0.0010504021814512845,0.001050818567016573,0.0010426176007996405,4.908900040782405e-08,-2.2961961619715147e-08,0.5783886117413538,0.000504391946768694,0.0005062744495971901,0.0005291754737817182,0.07931760984272967
9.8625e-10,7.009372733496234e-09,-1.8117150265035806e-08,0.07987991719645751,0.001050830718476485,0.0010512503212052055,0.0010429512928367478,4.9627832157719254e-08,-2.2133312349324114e-08,0.5805886873947542,0.0005057975856104619,0.0005076812229818174,0.0005307550709357329,0.07988128895433896
9.9e-10,7.0587938216768314e-09,-1.81364630199668e-08,0.08044518627409727,0.001051260162596616,0.00105168298603143,0.0010432851273216009,5.017191722643459e-08,-2.129531553040246e-08,0.582788763585388,0.0005071996513302411,0.0005090844677054815,0.0005323318306939879,0.08044656797567237
9.9375e-10,7.10870693750891e-09,-1.8154930540787633e-08,0.0810120505184972,0.0010516905081635356,0.0010521165557951895,0.0010436190973324361,5.072129301863311e-08,-2.0447921461239645e-08,0.584988840315694,0.0005085981504957804,0.0005104841894795875,0.0005339057586019687,0.08101344232592941
9.975e-10,7.159116170042753e-09,-1.8172545276120807e-08,0.08158050535216814,0.0010521217495435674,0.0010525510248112267,0.0010439531959924074,5.127599819118903e-08,-1.959108384700218e-08,0.5871889175880854,0.0005099930897304969,0.0005118803940843016,0.0005354768602387728,0.0815819074289312
1.00125e-09,7.210025629739517e-09,-1.8189299660226532e-08,0.08215054620234816,0.001052553881117629,0.0010529863874092038,0.0010442874164696308,5.1836072270179116e-08,-1.8724755920368466e-08,0.5893889954049575,0.0005113844757121792,0.0005132730873648425,0.0005370451412157943,0.08215195871322163
1.005e-09,7.261439451241456e-09,-1.8205186109831437e-08,0.082722168501102,0.001052986897281348,0.0010534226379338243,0.0010446217519772408,5.2401558367851883e-08,-1.7848890161444018e-08,0.5915890737686695,0.0005127723151691319,0.000514662275234256,0.0005386106071823539,0.08272359161216661
1.00875e-09,7.3133617964013344e-09,-1.822019702656167e-08,0.08329536768541945,0.0010534207924451802,0.0010538597707449439,0.0010449561957734258,5.2972501411611105e-08,-1.6963442770806288e-08,0.5937891526815539,0.0005141566148831457,0.0005160479636725101,0.0005401732638149979,0.0832968015640513
1.0125e-09,7.365796854524678e-09,-1.8234324800555072e-08,0.08387013919731295,0.0010538555610345292,0.0010542977802176898,0.0010452907411614635,5.354894604425423e-08,-1.606837198464158e-08,0.5959892321459164,0.0005155373816902093,0.0005174301587235619,0.0005417331168221372,0.08387158401217813
1.01625e-09,7.41874884205616e-09,-1.824756181104563e-08,0.08444647848391458,0.001054291197489864,0.001054736660742567,0.0010456253814897576,5.413093831308835e-08,-1.516363640920574e-08,0.5981893121640333,0.0005169146224766416,0.0005188088664938008,0.000543290171947737,0.08444793440496366
1.02e-09,7.472222004736357e-09,-1.8259900428503076e-08,0.08502438099757002,0.001054727696266822,0.0010551764067255748,0.0010459601101518582,5.471852555660846e-08,-1.424919665467913e-08,0.6003893927381561,0.0005182883441794193,0.0005201840931535057,0.0005448444349653031,0.08502584819603319
1.02375e-09,7.526220617091416e-09,-1.8271333014169997e-08,0.08560384219593371,0.0010551650518363315,0.0010556170125883058,0.0010462949205864863,5.53117548518965e-08,-1.3325012176675653e-08,0.6025894738705061,0.0005196585537845875,0.0005215558449329418,0.0005463959116802784,0.08560532084431441
1.0275e-09,7.580748983772208e-09,-1.82818519202668e-08,0.0861848575420611,0.0010556032586847071,0.0010560584727680603,0.0010466298062775513,5.591067707937858e-08,-1.2391042186712308e-08,0.6047895555632697,0.0005210252583254915,0.000522924128122442,0.000547944607925738,0.08618634781412983
