time_s,mean_x_m,mean_y_m,mean_z_m,rms_x_m,rms_y_m,rms_z_m,mean_px_beta_gamma,mean_py_beta_gamma,mean_pz_beta_gamma,rms_px_beta_gamma,rms_py_beta_gamma,rms_pz_beta_gamma
2.940000000000008459e-09,1.120129419352459061e-06,1.058518008502022923e-05,5.908597357295095609e-01,1.306174772857083676e-03,1.303615169770937698e-03,1.146384407515124585e-03,1.627792512815343785e-09,-4.582706110174446630e-09,1.932434816015464074e+00,1.020643727674916965e-03,1.021176871768045497e-03,1.150940348778832891e-03
2.955000000000008511e-09,1.120133168544139381e-06,1.058517047812657949e-05,5.948554723938245248e-01,1.308282395748698807e-03,1.305723805414866481e-03,1.146883888135523475e-03,1.627828124453066705e-09,-4.582717539412085384e-09,1.941234986840056465e+00,1.024368627387575812e-03,1.024903345899551808e-03,1.155464499685124585e-03
2.970000000000008562e-09,1.120136906013239889e-06,1.058516090496634723e-05,5.988550096189454441e-01,1.310390130344452715e-03,1.307832552547494396e-03,1.147379969078054585e-03,1.627863367475418218e-09,-4.582728839227135537e-09,1.950035157662587615e+00,1.028083268768077187e-03,1.028619554707025253e-03,1.159978060777858535e-03
2.985000000000008614e-09,1.120140631818055933e-06,1.058515136533593112e-05,6.028583068291135660e-01,1.312497947814557451e-03,1.309941382324075190e-03,1.147872675392088045e-03,1.627898246095111105e-09,-4.582740011206319756e-09,1.958835328483044202e+00,1.031787706565986430e-03,1.032325552972785570e-03,1.164481079593994352e-03
3.000000000000008665e-09,1.120144346016610540e-06,1.058514185903329856e-05,6.068653239867897176e-01,1.314605819821908000e-03,1.312050266392855193e-03,1.148362032031818381e-03,1.627932764525630938e-09,-4.582751057040596219e-09,1.967635499301421342e+00,1.035481995128241951e-03,1.036021395100443715e-03,1.168973603415673999e-03
3.015000000000008717e-09,1.120148048666572255e-06,1.058513238585792806e-05,6.108760215844465380e-01,1.316713718513948597e-03,1.314159176886846823e-03,1.148848063852478483e-03,1.627966926955056439e-09,-4.582761978291295628e-09,1.976435670117729471e+00,1.039166188429023474e-03,1.039707135119452477e-03,1.173455679322168077e-03
3.030000000000008769e-09,1.120151739825249209e-06,1.058512294561088037e-05,6.148903606365007102e-01,1.318821616514622309e-03,1.316268086415857972e-03,1.149330795606702755e-03,1.628000737590813254e-09,-4.582772776308118663e-09,1.985235840931958595e+00,1.042840340068627294e-03,1.043382826674441825e-03,1.177927354191303944e-03
3.045000000000008820e-09,1.120155419549924334e-06,1.058511353809415478e-05,6.189083026714177205e-01,1.320929486916496906e-03,1.318376968058528097e-03,1.149810251941082821e-03,1.628034200477485983e-09,-4.582783452634731585e-09,1.994036011744126036e+00,1.046504503271888323e-03,1.047048523024992099e-03,1.182388674640443699e-03
3.060000000000008872e-09,1.120159087897204843e-06,1.058510416311170210e-05,6.229298097238590293e-01,1.323037303273002412e-03,1.320485795354577052e-03,1.150286457392888685e-03,1.628067319364165906e-09,-4.582794008821150093e-09,2.002836182554223132e+00,1.050158730899313983e-03,1.050704277068848077e-03,1.186839687032023366e-03
3.075000000000008923e-09,1.120162744923680371e-06,1.058509482046874374e-05,6.269548443270420712e-01,1.325145039590824338e-03,1.322594542297210246e-03,1.150759436387014095e-03,1.628100097929634780e-09,-4.582804446356427503e-09,2.011636353362227680e+00,1.053803075444172252e-03,1.054350141335057061e-03,1.191280437485577569e-03
3.090000000000008975e-09,1.120166390685457533e-06,1.058508550997168183e-05,6.309833695051783042e-01,1.327252670322376501e-03,1.324703183325577800e-03,1.151229213233040307e-03,1.628132539885480344e-09,-4.582814766674927258e-09,2.020436524168159220e+00,1.057437589033731560e-03,1.057986167979509335e-03,1.195710971877897389e-03
3.105000000000009027e-09,1.120170025238333567e-06,1.058507623142869900e-05,6.350153487660777918e-01,1.329360170358440379e-03,1.326811693317415854e-03,1.151695812122443402e-03,1.628164648960490731e-09,-4.582824971168558581e-09,2.029236694972010646e+00,1.061062323423547045e-03,1.061612408799092640e-03,1.200131335835095308e-03
3.120000000000009078e-09,1.120173648637937996e-06,1.058506698464907221e-05,6.390507460937800976e-01,1.331467515020892060e-03,1.328920047581794118e-03,1.152159257126024287e-03,1.628196428917314299e-09,-4.582835061186600291e-09,2.038036865773803719e+00,1.064677330004839412e-03,1.065228915239372015e-03,1.204541574756642398e-03
3.135000000000009130e-09,1.120177260939375397e-06,1.058505776944366750e-05,6.430895259414552978e-01,1.333574680055606577e-03,1.331028221852036033e-03,1.152619572191450597e-03,1.628227883596280559e-09,-4.582845038295956632e-09,2.046837036573523338e+00,1.068282659808005583e-03,1.068835738378335004e-03,1.208941733824949209e-03
3.150000000000009181e-09,1.120180862197771095e-06,1.058504858562447910e-05,6.471316532242468167e-01,1.335681641625433144e-03,1.333136192278645870e-03,1.153076781140918066e-03,1.628259016733657216e-09,-4.582854903951163502e-09,2.055637207371149078e+00,1.071878363497602528e-03,1.072432928924794840e-03,1.213331857984696529e-03
3.165000000000009233e-09,1.120184452467582323e-06,1.058503943300505814e-05,6.511770933124004790e-01,1.337788376303298329e-03,1.335243935422445729e-03,1.153530907668989716e-03,1.628289831961094310e-09,-4.582864659394627154e-09,2.064437378166699144e+00,1.075464491374831600e-03,1.076020537248331558e-03,1.217711991934198852e-03
3.180000000000009285e-09,1.120188031803388494e-06,1.058503031140044650e-05,6.552258120243762418e-01,1.339894861065451690e-03,1.337351428247830071e-03,1.153981975340574685e-03,1.628320333003685785e-09,-4.582874306029374121e-09,2.073237548960185084e+00,1.079041093386624156e-03,1.079598613367586946e-03,1.222082180131785342e-03
3.195000000000009336e-09,1.120191600259055400e-06,1.058502122062689055e-05,6.592777756201162465e-01,1.342001073284788612e-03,1.339458648116079219e-03,1.154430007588987941e-03,1.628350523485649670e-09,-4.582883845131558800e-09,2.082037719751595350e+00,1.082608219142008454e-03,1.083167206941506146e-03,1.226442466810202586e-03
