time_s,mean_x_m,mean_y_m,mean_z_m,rms_x_m,rms_y_m,rms_z_m,mean_px_beta_gamma,mean_py_beta_gamma,mean_pz_beta_gamma,rms_px_beta_gamma,rms_py_beta_gamma,rms_pz_beta_gamma
8.484848484848483973e-09,3.712821281089005651e-06,-2.574628340576819041e-06,2.173189561449874407e+00,1.715457375855178887e-03,1.714106011427213522e-03,1.188353026904481313e-03,2.028145358592625022e-07,2.100870304656017524e-07,5.176668809196934617e+00,1.099192390829774714e-03,1.098542246374885432e-03,1.711213758067434186e-03
8.606060606060605669e-09,3.659644398058955596e-06,-2.635080559789313447e-06,2.208877134862853531e+00,1.722900337260317846e-03,1.721584849326663214e-03,1.188762023417370148e-03,1.552752798590129829e-07,1.451115282661665423e-07,5.247781226020753031e+00,1.102197411119798867e-03,1.101563191099553998e-03,1.720365723603279684e-03
8.727272727272727365e-09,3.611126144355665752e-06,-2.704163036574589502e-06,2.244581658067518415e+00,1.730159324342908428e-03,1.728899491073873943e-03,1.189144266776796235e-03,1.098282048874089379e-07,7.325509097237880060e-08,5.318893614288640492e+00,1.105020026436068573e-03,1.104428263847994631e-03,1.729231605940667344e-03
8.848484848484847407e-09,3.565723843961639682e-06,-2.769306061214152976e-06,2.280302483654256918e+00,1.737316930390764248e-03,1.736140034158814398e-03,1.189505055666625162e-03,6.760935234628330786e-08,7.372250443227782361e-09,5.390005983255823807e+00,1.107742414074759174e-03,1.107223993890528967e-03,1.737854707377878109e-03
8.969696969696969103e-09,3.544861012758136586e-06,-2.816108535294717665e-06,2.316038997096123264e+00,1.744393219173773430e-03,1.743284256397015924e-03,1.189855572114091424e-03,4.742643570444449327e-08,-4.038953265474776900e-08,5.461118338635946756e+00,1.110389399449363814e-03,1.109932694873163673e-03,1.746376773134153924e-03
9.090909090909090799e-09,3.534240825916409759e-06,-2.833235739422647821e-06,2.351790615385628058e+00,1.751415223460802686e-03,1.750300895806904122e-03,1.190198862647784319e-03,3.349443996323630508e-08,-5.831960152272517843e-08,5.532230722088873343e+00,1.112985014772571116e-03,1.112535895602376982e-03,1.754820606866356681e-03
9.212121212121210840e-09,3.542545138289111839e-06,-2.842722313338121424e-06,2.387556779504676374e+00,1.758359798705706311e-03,1.757261899577624176e-03,1.190533311181590824e-03,4.235986281364708985e-08,-6.527952449561085578e-08,5.603343114599789843e+00,1.115507880048033102e-03,1.115078823566455300e-03,1.763158909562507256e-03
9.333333333333332536e-09,3.560506220102220099e-06,-2.843472512292414610e-06,2.423336961629861452e+00,1.765265812356265175e-03,1.764177140554999733e-03,1.190859003201646038e-03,6.086468428772463940e-08,-6.167686198335382332e-08,5.674455534850240568e+00,1.117999963961864270e-03,1.117580034920041864e-03,1.771411921677044010e-03
9.454545454545454232e-09,3.590355048113117816e-06,-2.836298804264310870e-06,2.459130653207733275e+00,1.772143332777892811e-03,1.771038021872548430e-03,1.191181182309105887e-03,8.858145059116700040e-08,-5.077532991371975064e-08,5.745567934978105917e+00,1.120465627206630125e-03,1.120035792970775542e-03,1.779620758502451590e-03
9.575757575757575928e-09,3.616717072192164799e-06,-2.816691374937546795e-06,2.494937371064916753e+00,1.778995243008709305e-03,1.777872864472344189e-03,1.191496190670657870e-03,1.149654374211142959e-07,-3.374280388615117194e-08,5.816680283005066343e+00,1.122909353740125359e-03,1.122469351379641817e-03,1.787752883985003561e-03
9.696969696969695969e-09,3.632689140130246096e-06,-2.794203703908532892e-06,2.530756659617080295e+00,1.785814519031858876e-03,1.784668866110140960e-03,1.191805954308468611e-03,1.329068958072024437e-07,-1.974228035560980150e-08,5.887792617159765207e+00,1.125325423338038172e-03,1.124873380942089480e-03,1.795834990684390484e-03
9.818181818181817665e-09,3.650299837296654821e-06,-2.767939384093705916e-06,2.566588081529903143e+00,1.792617474307240224e-03,1.791453537644842418e-03,1.192114248145969028e-03,1.511617114231844080e-07,-2.113940929598975031e-09,5.958904950908872955e+00,1.127727667771807928e-03,1.127268424650631129e-03,1.803903125018365815e-03
9.939393939393939361e-09,3.665151666237222458e-06,-2.749499440716965298e-06,2.602431221138103545e+00,1.799383712307851260e-03,1.798177702020868716e-03,1.192413694289019312e-03,1.645695269872011754e-07,9.642410980395672149e-09,6.030017311578558470e+00,1.130099669225679507e-03,1.129614194041548810e-03,1.811850642008367958e-03
1.006060606060605940e-08,3.666952306575153368e-06,-2.711502720347449018e-06,2.638285679605733236e+00,1.806080516192769790e-03,1.804856885446758314e-03,1.192705271724078418e-03,1.699462494880324141e-07,3.985754438515686494e-08,6.101129692451621622e+00,1.132415105404590986e-03,1.131921899955074147e-03,1.819688152655326609e-03
